20.7	30.4	22.6	1.1	22.7	79.8	0
16	28.7	23.2	2.9	23.6	88.9	0
18.4	29	22.5	3.6	23.6	89	0.1
11.9	27.9	23.1	2.9	23.7	91.2	26.9
3.3	27.8	24.1	3.2	24	91.9	62.2
12.7	29	23.9	2	23.7	88.5	7.3
19	29.7	23.4	0.8	23	85	1
15.4	29.4	23.5	1.8	23.8	88	5.9
17	28.8	23.4	2.3	24.2	89.8	11.1
17.2	27.1	23.1	2.7	23.8	94.2	0.5
17.3	27.4	23.2	2.2	23.6	92.1	0.6
16.5	29.1	23.5	2.7	23.7	88.8	5.6
14.8	27.9	23.7	2.7	23.9	91.2	3
18.5	28.7	22.4	3.8	23.3	88.3	0
18.3	30.5	23.2	5.3	23.1	83.4	9.4
10	31	24.3	2.9	24.1	86.4	5.5
13.9	28.6	23	4.3	23.4	88.5	0
18.3	31.4	22.6	4	23.3	85.9	0
19.7	28.3	23.3	2.6	23.1	86.9	0
19.5	30.9	23.2	1.9	23.1	84	0
17.7	28.7	23.1	2.1	23	88.8	1
14.5	28.9	21.8	2.7	22.1	85.2	0
18	29.9	21.5	3.3	21.4	80.2	0
18.6	29.2	22.5	3.6	22.2	84.9	0
17.8	29.5	22.7	3.3	22.7	83.8	0.2
16.3	29.4	22.8	3.6	23.4	89.4	9
15.3	27.5	23.7	3.6	23.9	92.6	3.7
12.6	30.1	24.4	4.2	23.9	86.1	1.4
15.3	28.8	23.7	3.4	23.2	86.2	0.1
19.2	29.5	23.8	3.3	23.6	86.4	0
20.5	28.4	24.1	2.5	23.8	89.6	0.2
16.2	28.7	23.9	4	23.9	88.8	8.7
13.6	28.2	24.4	4.6	23.4	86.6	0
12.9	28.9	21.9	4.5	21.6	83.3	0
17.6	27.4	21.4	3.1	20	80	0
17.9	28.1	20.6	3.5	20.7	81.7	0
13.9	29.1	21.5	3.8	21.2	78.8	0
11.4	27.9	22.3	3.2	23	90.9	5.4
11.9	28.7	23	2.9	23.4	89.3	7.8
18.8	27.8	22.6	2.1	22.5	87.9	0
19.6	30.3	21.2	2.6	21.8	81.1	5.5
17.1	28.8	22.3	3.5	23.2	88.1	0
18	28.4	22.9	3.1	24	92.7	9.8
9	29.7	18.9	2.3	23.3	89.9	61.2
16	30.5	22	1.9	21.9	82.2	0.5
16.9	28.7	22.1	1.8	22.5	85.2	3.7
16	29.7	23.7	2.8	23.8	87.9	0.2
13.8	28.4	23.4	3.3	23	86.5	9
14.8	29.4	22.1	3.2	22.4	85.3	0.2
18.8	28.1	21.5	2.2	22.5	90.1	0
17.5	30.5	22.3	2	22.8	87.7	0
18.1	28.5	22.2	2.2	22.9	91.1	0
18.8	28.6	22.4	2.3	22.5	87.6	0
17.4	28.5	22	2.7	22.6	89.4	0.4
14.2	29.1	22.1	4	22.2	86.5	8
15.6	30.1	22.4	3.1	22.2	83.2	1.6
19.3	28.7	21.3	3.4	22	83	0
15.4	30.1	21.6	3.2	22.2	84.8	0
17.6	29.8	21.6	2.9	20.8	78.8	0
13.6	29.6	21	4	21.7	81.8	0.2
12.5	29.9	23.7	5	23	83.2	0.4
10.2	28.6	23.8	5	22.8	85.3	30.4
12.6	28.1	24.1	5.2	23.1	85.9	11.3
10.8	28.6	21.6	4.7	22.8	86.6	5.4
16.5	28.4	23	3.4	22.6	88.3	0.5
14.8	30.1	22.8	2.8	22.3	84.9	0
16.2	28.2	21.6	3.4	23.1	89.9	0.3
12.1	27.7	23.3	5.4	23.2	88.7	0.3
11.8	26.8	23.8	5.5	23	88.2	0.1
11.2	28.6	24.1	3.8	23.8	90.8	3.7
13.8	28.4	23.8	3.2	23.8	90.4	0.7
13	28.1	23.8	3.2	23.5	91.5	3.8
15	28.3	22.8	3.9	22.6	87.4	0.8
15.6	28.4	23.2	3.5	23.1	88.4	0
17.4	28.5	21.6	3.3	22	85.7	1.3
14.4	28.2	21.8	3.5	21.3	83.9	0
18.1	28.6	21.3	3.4	21.3	83.8	0
15.5	27.9	21.9	3	22	86.8	0
16	30.8	22.1	3	21.7	80	0
17.5	28.4	22.3	2.4	22.2	84.4	0.6
18	28.4	22.5	1.1	21.7	80.4	0
17.2	28.4	22.5	2.5	21.6	80.7	0
9.2	26.4	22.2	4	22.4	90.6	0
10.7	27.3	22.8	5	21.4	82.9	0
17.8	27.2	21.1	4.6	20	78.2	0.5
16.9	25.6	20.4	4.9	19.7	81.9	0.4
18.1	28	22.2	3.7	21.1	81.8	0.7
15.2	27.8	21.6	1.8	21	84.1	0
14.7	29.8	21.8	2.8	21	76.8	0
17.5	28.4	22.2	3	20.3	75.8	0
14.7	29	21.7	3.4	20.8	76.8	0
14	29.5	23	3.4	21	76.2	0
17.5	28.9	21.9	3.2	20.2	74.3	0
14.6	29.1	21.4	4.1	19.4	71.1	0
13.6	28.3	21.7	4.5	21	78.8	0
15	29.9	22.5	4.4	20.8	75.5	7
17.4	30.9	21.1	3.1	20.2	71.7	0.7
16.1	29.6	21.4	3.3	20.4	76.4	0
15.1	30.4	22.4	4.5	20.6	74.3	0
15.1	28.2	21.2	2.9	21.5	83.7	0.1
15.9	29.6	22.1	2.8	21	77.8	0
14.1	29.1	22.1	3.6	21.5	81	0
14.5	30.7	22.9	3.2	22.8	84.4	0
14.3	31.8	23.6	2.7	23.1	81.9	0.1
17.2	33.5	23.1	1.4	21.9	71.8	0
16.1	33.8	22.3	1.4	22.3	74.3	0
16.4	32.8	22.5	1.3	22.5	75.7	0
8.6	29.9	23.3	3	21.9	77.7	0
14.1	27.4	23.5	3.6	22.1	84.7	0
11.3	29.4	23.3	2.7	22.3	81.6	0.2
16.8	30.7	22.4	3.2	20	71.4	0
17.3	30	21.1	3.1	18.7	68.5	0
19.1	29.6	22.2	4	19.9	68.8	0
11.9	29.6	24.3	6.1	20.9	72.2	0
13.1	28.6	23.7	5.4	20.8	74.8	0
10.9	28.8	23.8	5.5	21.9	79.4	15.7
11.8	29.2	23.5	4	22	77.9	7.4
15.9	27.4	22.3	4.5	20.5	78.8	0
10.5	28.3	22	3.7	20.7	77.2	0
21.5	29.4	21.8	3.2	19.9	73.9	0
17.2	28.5	21.3	2.4	19.8	73.9	0
13.2	28.5	21.6	3.4	20.4	75.9	0
