12.74	1.52	80	1.06	0
1.81	0.34	82	0.2	0
14.76	3.99	72	1.52	0
11.58	-0.74	75	0.92	0.2
12.01	-4.07	73	0.67	0
12.85	-3.68	70	0.27	0.2
13.07	-2.86	62	0.61	0
13.26	-3.24	69	0.48	0
13.05	-2.01	73	0.78	0
14.71	-2.77	58	0.72	0
15.01	-4.07	49	1.17	0
14.95	-4.55	53	0.79	0
17.11	-6.04	40	0.72	0
17.19	-2.04	36	0.88	0
15.47	-5.22	41	0.63	0
15.26	-4.52	56	0.87	0
10.05	-3.4	82	2.27	25
12.3	3.44	84	4.07	11.6
10	0.56	73	2	0
13.33	-2.13	75	0.25	0
13.92	-2.92	78	0.48	0.2
16.23	-0.72	74	0.53	0
10.85	1.16	84	0.76	0
12.02	-0.85	81	1.09	0
13.99	-3.46	84	0.8	0
13.92	0.49	89	1.18	0.6
15.23	0.1	87	0.73	0.2
18.7	-1.44	75	0.8	0.2
20.35	1.88	58	1.15	0
16.69	2.37	73	1.28	0
14.92	3.85	84	0.58	0
12.83	4.71	83	1.97	0.4
9.78	5.45	91	3.43	25.6
8.3	5.37	87	4.42	21.8
9.36	0.68	76	2.4	0.4
10.92	-2.23	76	0.62	0
11.6	-2.84	83	0.67	0.2
12.93	-3.15	77	0.79	0.2
14.37	-0.93	72	0.81	0
11.48	-1.2	89	0.84	2.4
8.38	3.54	96	1.62	23.8
10.44	1.77	89	1.61	5.2
12.61	-1.37	89	0.3	0.4
12.17	-1.16	85	0.57	0.2
13.47	-1.63	78	0.89	0.2
10.57	2.82	95	1.28	13
11.51	-0.54	80	0.78	0.2
9.65	3.83	80	3.08	1
8.06	4.07	92	3.03	17
12.33	0.83	81	0.66	0
5.47	-0.82	98	1.1	2.8
3.64	-0.2	100	1.09	16.8
2.76	-0.2	99	0.32	13.8
7.21	0.58	98	0.77	11.4
7.19	3.51	99	2.06	5.4
9	1.77	95	2.23	15
6.26	3.81	95	1.76	6
8.94	2.78	82	0.96	0.8
5.58	0.01	74	2.47	8.4
6.78	-2.5	64	1.32	0
7.94	-4.59	81	0.72	0
6.62	0.26	94	1.8	4.8
8.5	2.02	91	2.05	10.8
9.9	4.53	90	0.98	4.8
10.71	5.2	94	1.51	7.6
10.46	4.34	91	2.79	0.4
7.5	2.55	88	5.55	27
8.98	0.5	77	2.98	4.4
8.27	-1.86	89	0.74	0.2
9.39	0.7	91	0.54	18.6
10.21	3.04	91	2.96	3.4
6.14	1.42	90	2.33	9.6
9.16	-1.41	65	2.83	0
12.54	-3.14	72	0.54	0.2
13.42	-0.43	72	1.1	0
13.51	-2.3	65	0.99	0
14.31	-1.49	57	0.94	3.4
12.39	4.57	90	2.15	6.8
8.2	4.08	83	3.01	6.6
9.26	3.3	82	3.17	3.8
8.48	3.39	80	4.5	10.8
11.8	1.71	70	1.43	0
12.91	-1.63	68	0.7	0
15.65	0.07	57	1.64	0
11.83	0.15	76	0.7	0
14.27	5.12	58	2.89	2.8
8.27	2.98	84	3.61	15.6
4.87	1.85	90	5.28	23.4
3.44	-1.16	78	5.1	11
4.42	-2.04	86	3.08	3.8
5.93	-6.92	63	1.07	0
8.4	-4.7	66	0.78	0
10.22	-3.52	65	0.92	0
12.59	0.22	70	1.06	0
12.8	-1.69	74	1.31	0
12.05	-0.75	67	1.89	0
12.65	0.73	67	2.37	0
13.07	2.02	78	2.15	0
14.34	-0.04	80	3.6	4
5.58	-0.32	95	5.42	5.2
1.64	-0.84	97	4.22	13.2
1.56	-6.68	86	2.44	2.4
4.6	-8.22	86	2.94	10.2
7.03	-0.11	82	3.9	13.8
10.56	-3.24	68	0.69	0.4
13.12	-1.6	77	1.64	0.2
13.54	-1	83	1.1	0
15.22	2.34	78	1.3	0.2
18.72	0.88	66	0.55	0
20.1	1.19	62	1.23	2.8
13.43	3.46	71	1.3	0
14.66	7.04	52	2.67	0
17.18	4.49	63	2.18	0
10.33	4.63	77	4.6	10.2
9.55	4.88	88	5.8	15.8
7.41	0.54	82	3.54	15.8
8.01	-2.54	43	1.98	0
13.3	-5.12	46	0.45	0
17.59	-3.33	47	0.51	0
18.65	-1	45	0.73	0
19.19	-1.16	46	0.55	0
17.87	0.1	49	0.71	0
17.6	0.01	49	1.28	0
19.97	0.88	48	1.12	0
20.92	3.25	51	1.8	0
17.75	5.41	64	2.42	0
13.03	5.19	70	2.8	0
13.12	4.87	82	2.43	3.2
8.9	3.35	93	1.35	9.8
12.22	0.53	80	1.84	0.2
13.76	1.62	77	2.18	0
18.63	0.36	64	1.36	1.8
17.42	7.33	73	2.13	6
20.55	1.14	59	0.86	0
22.71	4.05	59	1.01	0
24.35	6.09	53	1.04	0
25.61	6.51	53	1.02	0
24.37	7.39	54	1.38	0
24.91	8.3	50	0.93	0
23.9	6.36	52	1.85	0
19.67	4.81	51	1.85	0
16.36	4	65	2.65	0
16.78	0.86	68	1.82	0
20.63	2.09	63	1.38	0.2
22.73	5.89	51	0.97	0
25.46	10.67	56	1.09	0.2
19.76	5.75	50	3.47	0
24.43	1.56	45	0.88	0
25.51	4.49	42	1.95	2
15.58	9.39	51	4.7	0
19.17	5.91	65	2.26	0
22.96	4.77	68	0.62	0
22.46	4.23	63	1.46	0
22.48	4.57	60	1.51	0
24.87	4.95	65	0.97	0
25.89	5.97	60	1.19	0
26.84	5.75	50	1.15	0
26.89	7.35	52	0.92	0
28.71	10.96	61	1.28	0
26.58	11.2	80	0.98	0
27.55	15.93	85	2.15	0
27.05	10.81	79	1.75	0.4
21.71	13.54	66	3.16	0
18.56	10.11	91	2.25	3.4
23.32	6.81	89	1.67	0.2
23.21	5.52	53	2.13	0
23.65	5.55	54	2.04	0
24.78	3.83	80	1.67	0
24.37	7.8	80	1.55	0.2
28.76	9.79	68	1.31	0
28.01	14.25	61	1.85	0
25.98	9.34	57	1.39	0
26.97	6.49	57	0.94	0
24.74	9.87	89	2.58	0
20.78	12.64	91	2.53	0
23.59	9.4	73	2.66	0
26.82	7.23	56	1.56	0
25.91	7.95	36	1.28	0
28.47	11.49	59	2.16	0
25.13	12.22	70	1.85	0.2
21.02	8.75	53	3.01	0
20.66	7.99	43	3.25	0
25.48	8.33	55	2.27	0
27.74	12.97	48	4.35	0
23.67	8.14	50	3.06	0
25.37	7.63	50	2.48	0
24.56	11.24	50	2.53	0
25.78	5.62	52	1.82	0
28.86	9.44	84	1	0
30.03	12.46	73	1.39	0
25.76	10.53	64	3.12	0
24.89	7.82	62	2.83	0
25.68	8.17	71	2.02	0
28.74	4.83	63	1.34	0
32.1	0	52	0.99	0
32.13	12.69	56	1.57	0
30.39	9.89	58	1.41	0
29.44	7.69	59	1.78	0
26.89	0	55	2.24	0
29.2	6.96	52	1.35	0
32.3	12.13	47	1.1	0
34.14	13.18	49	1.12	0
33.01	12.37	46	1.61	0
32.79	9.5	43	1.48	0
35.47	12.2	50	0.92	0
37.74	12.41	65	0.82	0
39.3	20.83	80	1.3	0
38.96	19.33	62	1.26	0
38.09	19.01	59	0.93	0
35.67	15.52	57	1.52	0
34.03	12.8	54	1.38	0
32.05	13.79	47	1.71	0
30.25	15.23	38	1.91	0
27.62	9.71	38	2.01	0
28.07	14.71	44	2.92	0
29.4	12.36	43	2.25	0
30.76	12.2	44	2.03	0
32.55	14.11	52	0.99	0
32.52	15.1	51	1.67	0
32.76	13.33	49	1.75	0
32.97	13.86	47	1.32	0
32.35	14.11	54	1.27	0
32.23	14.44	53	1.22	0
30.3	13.62	46	1.37	0
29.16	12.23	40	1.55	0
26.97	9.79	37	2.21	0
30.35	10.36	44	0.99	0
32.32	11.88	49	1.35	0
30.41	13.36	50	1.93	0
30.94	14.37	49	2.78	0
30.42	14.35	48	2.09	0
31.96	13.28	53	1.17	0
32.55	14.82	51	1.3	0
33.48	14.59	53	1.15	0
35.69	15.17	54	1.15	0
34.24	15.19	59	1.3	0
35.02	15.3	58	1.14	0
36.67	14.46	61	0.88	0
38.68	16.79	66	1.02	0
38.83	16.67	64	1.16	0
39.42	17.14	69	1.14	0
38.53	16.83	67	1.25	0
32.89	16.48	47	2.19	0
32.33	10.76	44	1.81	0
34.51	12.16	51	1.68	0
31.43	14.17	53	1.88	0
32.59	14.78	51	1.51	0
32.33	15.42	51	1.88	0
35.1	15.8	60	1.99	0
34.48	17.81	55	2.99	0
32.39	16.18	47	2.14	0
33.31	18.37	49	1.37	0
32.58	18.02	50	1.9	0
32.62	16.33	53	1.53	0
33.48	13.21	53	1.62	0
33.14	10.41	48	1.32	0
30.67	12.16	41	1.98	0
31.3	12.27	47	2.01	0
32.99	14.7	50	1.55	0
32.83	14.56	55	1.31	0
33.13	14.78	54	1.18	0
32.09	15.03	56	1.39	0
32.58	15.55	55	1.21	0
32.99	15.7	58	1.28	0
31.7	16.18	51	1.52	0
31.21	12.12	50	2.1	0
30.64	11.83	47	2.18	0
30.62	10.19	40	1.98	0
32.1	11.87	45	1.31	0
32.65	14	55	0.96	0
33.03	15.35	52	1.09	0
32.52	14.57	51	1.39	0
31.64	14.1	51	1.19	0
32.01	14.87	51	1.02	0
31.51	14.52	47	1.47	0
33.35	13.89	52	0.95	0
33.53	15.12	49	1.26	0
34	15.37	54	0.97	0
34.63	13.15	52	1.43	0
32.91	12.71	46	1.63	0
30.33	13.6	40	1.73	0
28.67	10.28	36	2.02	0
28.81	11.53	39	2.02	0
30.98	12.9	44	1.78	0
32.48	12.5	43	1.34	0
31.68	12.98	48	0.96	0
32.76	12.51	53	0.8	0
33.75	15.75	53	0.89	0
33.32	12.71	45	1.37	0
32.01	12.64	45	1.85	0
31.12	12.15	40	1.92	0
31.35	8.89	36	1.64	0
28.18	10.11	30	1.76	0
30.84	10.75	34	0.91	0
29.8	10.58	38	1.19	0
29.02	11.07	35	1.22	0
29.66	8.52	34	1.37	0
32.35	9.96	35	1.09	0
33.87	9.71	39	1.2	0
33	7.87	43	1.36	0
32.52	10.28	41	1.66	0
32.52	9.29	42	0.75	0
29.8	10.42	38	1.51	0
28.74	9	35	1.28	0
29.73	0	32	1.59	0
28.76	8.69	29	1.33	0
28.47	9.09	29	1.4	0
29.94	6.79	31	1.03	0
31.08	8.7	32	1.14	0
31.11	9.6	35	0.79	0
33.38	11.38	42	1.01	0
35.36	12.91	55	0.79	0
35.81	15.12	50	0.72	35.8
33.79	18.26	39	0.99	0
32.87	17.49	30	1.25	2.4
30.32	17.08	48	0.99	0
29.23	12.52	28	1.84	0
27.94	9.02	30	1.56	0
26.52	10.08	56	1.27	0
26.82	10.31	69	1.14	0
25.93	9.04	69	1.19	0
23.98	9.26	63	2.1	0
25.67	10.66	55	1.46	0
25.91	8.34	42	0.78	0
23.39	9.29	41	1.39	1
25.57	13.19	71	1.34	0
28.26	9.76	60	1.02	0
28.6	10.44	62	0.74	0
30.66	10.5	63	0.63	0
31.14	10.26	73	0.95	0
30.88	9.21	70	1.39	0
29.66	9.72	62	1.07	0
29.45	9.55	54	0.77	0
27.84	12.71	47	1.02	0
29.02	9.05	41	0.67	0
27.92	12.54	34	1.01	0
17.07	14.78	39	2.62	0
14.02	12.19	44	1.2	0.4
20.31	9.12	60	0.8	0.2
22.12	8.14	69	0.67	0
22.39	8.23	68	0.37	0
23.09	8.12	71	0.35	0
23.98	12.32	62	0.55	0
26.07	9.22	72	0.87	0
26.48	7.87	66	0.9	0
28.71	10.73	51	0.98	0
27.56	11.97	48	0.88	0
26.05	12.2	83	0.95	0
25.57	9.79	87	0.9	0
25.76	8.53	71	0.8	0
25.76	9.14	51	0.83	0
25.94	7.53	48	0.96	0
25.14	5.42	55	1.48	0
15.9	7.14	87	1.93	14
15.32	11.11	92	2.45	26.4
13.42	8.5	90	2.99	36
15.29	5.89	84	0.8	1.4
16.49	4.37	86	0.34	0.4
18.24	3.79	82	0.37	0.2
19.01	4.5	74	0.42	0.2
19.1	4.68	67	0.7	0
20.07	5.97	64	0.36	0
15.53	9.53	84	0.56	6.2
17.14	9.46	87	1.02	0
17.33	7.99	82	0.64	0
18.29	4.76	79	0.41	0.2
15.51	5.54	87	0.51	0.6
12.86	6.75	91	0.36	3.6
13.8	7.82	91	0.41	0.4
15.57	4.43	84	0.75	0
14.54	2.46	77	1.28	0.2
15.67	1.4	74	0.86	0
16.82	1.29	74	0.78	0.2
16.55	1.6	69	0.55	0
18.89	0	70	0.94	0
19.97	2.46	75	0.75	0.2
21.16	4.21	63	0.34	0
20	2.79	61	0.99	0
13.79	7.68	80	3.51	34.2
11.9	6.03	84	3.03	9.4
14.24	5.6	91	1.53	6.8
10.43	8.46	95	3.2	30.4
13	6.5	79	1.98	7
12.75	5.57	83	0.4	0
13.49	5.8	83	1.9	9
10.49	5.4	79	4.47	15.4
13.61	1.14	78	0.4	0.2
13.12	0.87	79	1.39	0
13.11	1.58	82	1.49	0
11.5	-0.33	80	1.01	0.2
11.26	-2.72	81	1.75	0.2
12.46	-0.7	82	1	0
14.46	4.75	67	1.3	0
12.93	3.4	80	1.59	1.4
9.57	3.99	91	2.77	50.2
8.53	1.68	90	2.12	36.8
9.03	5.19	90	1.54	3.4
12.79	2.68	80	0.74	0.2
15.9	0	75	1.13	0
11.19	3.72	89	0.8	0
14.26	1.05	83	0.48	0.4
15.67	-0.32	73	0.38	0
15.67	-0.57	73	0.53	0.2
13.08	-0.29	83	1.09	0.4
13.99	-0.14	82	0.66	0.2
14.67	-0.72	80	0.77	0.2
