11.81	3.01	93	0.71	3.2
10.99	1.03	94	0.55	0
13.1	1.58	93	0.68	0.2
9.07	3.37	100	0.24	1.8
10.71	5.05	97	0.99	1.4
11.75	0.5	91	0.75	0.2
10.63	0.14	93	0.87	5.2
7.26	1.1	98	0.84	9
10.43	-1.16	91	0.56	0.2
10.15	-0.85	94	0.8	1.8
12.48	0.58	89	0.72	0.4
11.8	4.46	79	0.83	0.6
10.23	-1.11	77	0.46	0
10.14	-0.82	68	0.77	0
12.28	0.56	70	0.71	0
10.35	10.35	69	0.53	0
12.96	1.17	94	1.63	0
13.71	-0.91	85	0.78	0
12.94	-1.13	86	1.29	0.2
13.25	3.74	63	0.83	0
13.28	-0.64	71	0.53	0
13.47	-0.18	64	0.84	0
14.2	-1.88	63	0.46	0
14.57	0.49	62	0.95	0
14.71	-0.35	68	0.63	0
11.24	1.83	95	1.39	10
12.83	4.74	81	2.08	1.8
11.97	4.1	78	1.42	0.2
14.96	6	88	2.25	10
10.31	5.67	94	3.33	5
8.5	4.23	82	4.23	3.6
7.84	-0.45	66	2.14	2.8
8.4	-0.89	63	1.27	2.4
9.61	-4.21	73	0.59	6.6
4.6	0.63	100	0.89	1.4
8.01	0.29	98	0.94	0.2
13.21	2.02	88	0.51	0
8.53	1.49	99	1.07	0.2
10.32	1.91	86	1.52	0
12.57	-0.98	84	1.46	0.2
12.41	-0.59	80	1.5	0
11.92	-0.92	78	1.18	0
11.66	-3.72	77	1.58	1.6
12.37	0.91	84	2.03	0.2
7.92	0.48	97	0.86	0
13.24	5.25	86	1.29	0.2
7.73	3.32	99	0.97	0
11.77	2.22	83	2.01	0
16.44	0.95	76	1.19	0
18.46	2.41	67	3.17	0
9.11	4.95	88	5.1	0
12.76	5.9	73	5.12	2.6
14.95	2.72	72	0.8	0
15.5	1.55	73	1.35	0
17.8	0.83	60	0.97	0
18.87	6.96	57	2.52	0
10.07	5.21	89	3.8	0
9.47	4.45	95	1.94	0
8.91	2.72	92	1.67	0
14.31	1.27	84	1.5	0
16.81	1.16	75	0.63	0
18.6	1.1	69	1.45	0
18.53	2.41	64	1.23	0
18.07	2.51	63	1.18	0
19.51	2.44	68	1.34	0
15.05	6.89	65	3.21	0
12.08	5.47	92	2.63	0
7.18	1.51	97	4.51	11.2
5.06	0.24	94	5.59	0
5.86	0.75	93	2.5	0
10.85	2.83	83	0.81	0
13.43	-1.35	69	0.9	3.2
15.59	-1.91	61	1	0.8
16.94	0.92	54	1.03	0
19.02	0.46	47	1.01	0
21.98	-0.04	46	0.84	0.4
22.01	4.41	44	1.18	0
21.09	6.78	55	1.07	0
20.97	9.08	52	0.96	0
19.43	9.41	58	2.45	0
13.71	6.21	74	2.97	2.4
13.05	5.16	80	2.37	13.4
9.69	3.17	89	2.75	8.4
14.3	2.37	79	0.84	0
16.1	0.24	72	1.34	0
17.19	1.77	69	1.45	0
16.12	0.18	68	1.68	4.6
17.7	0.49	73	0.99	0
20.14	3.44	67	1.28	7.4
24.15	3.15	56	1.44	0.2
25.82	6.11	54	1.42	0
23.3	0	59	1.78	17.2
18.79	6.32	64	1.62	0
12.73	6.47	87	1.98	2.8
11.07	5.2	97	1.55	10
15.58	4.35	85	1.9	0
16.1	3.35	80	1.39	0.2
17.35	2.2	75	1.49	1.4
16.23	6.32	68	3.29	0.2
13.32	7.23	88	3.04	0.8
16.08	8.42	74	3.8	0
10.22	5.42	70	5.17	4.4
14.2	2.19	63	3	0
19.93	0.83	63	1.57	0
19.93	1.3	56	1.91	0
25.02	4.3	53	0.89	0
27.71	8.79	48	1.77	0
28.39	8.59	38	1.89	0
21.96	7.1	52	2.2	0
16.67	4.98	65	2.1	0
16.57	2.36	68	0.84	0
13.32	5.47	84	2.44	1.2
14.52	4.06	84	1.52	1.6
19.99	1.31	69	1.47	0
19.26	0.41	64	2.29	0
20.6	1.85	58	1.04	0
24.28	5.5	52	1.2	0
22.57	10.33	63	0.92	2.4
21.47	9.65	82	1.25	2.6
16.96	9.16	85	2.5	12.8
17.59	9.62	80	2.98	0.6
22.69	7.28	65	2.04	0.2
23.53	4.81	60	1.61	0
24.92	8.03	70	1.25	0.8
24.74	11.67	53	1.75	0
21.26	6.36	54	2.52	0
18.7	9.04	69	2.99	0
21.4	4.55	73	1.41	0
23.41	6.93	68	1.25	0
24.31	6.19	61	1.31	0
23.13	5.48	57	1.46	0
19.05	6.61	57	2.81	0.2
12.08	5.05	89	1.03	11.2
14.07	4.08	91	1.27	3
20.11	2.41	73	0.98	0.2
24.49	6.4	56	0.93	0
26.62	14.82	36	2.15	0
26.57	13.56	59	0.79	2.8
24.18	10.11	70	1.31	0
25.99	7.92	53	2.11	0
24.53	7.64	43	2.47	0
25.99	6.94	55	1.47	0
26.86	6.87	48	1.34	0
27.88	9.22	50	1.06	0
28.83	9.67	50	1.15	0
27.88	9.29	50	1.86	0
28.58	10.83	52	1.64	2
23.93	14.67	84	1.22	11.8
24.1	11.98	73	1.55	0
24.88	8.13	64	1.22	0
28.51	9.16	62	1.03	0
25.37	11.1	71	2.16	0
25.6	5.55	63	1.94	0
28.78	6.44	52	1.24	0
30.24	9.86	56	1.03	0
29.17	11.13	58	1.49	0
28.53	9.02	59	1.26	0
30.37	11.42	55	1.23	0
30.63	12.36	52	1.21	0
30.71	13.54	45	2.22	0
28.83	12.94	44	2.15	0
24.58	16.47	48	3.81	0
24.55	13.62	54	3.99	0
23.55	13.36	60	3.15	0
22.02	11.59	71	2	0.2
28.48	7.07	62	1.15	0
30.7	10.98	55	1.41	0
30.39	7.26	53	1.84	0
27.74	7.56	63	1.68	0.4
29.21	6.72	59	1.58	0
30.59	9.44	55	1.38	0
31.99	10.43	41	1.18	0
32.59	13.28	40	1.14	0
31.43	12.4	45	1.47	0
33.13	14.07	45	1.17	0
33.53	14.21	54	1.24	0
31.05	11.17	56	1.95	0
28.39	7.42	62	2.05	0
26.48	11.02	67	2.42	0
26.46	10.17	65	2.59	0
25.85	13.35	57	3.55	0
27.8	7.84	60	1.48	0
30.13	9.75	51	1.4	0
31.12	12.19	43	1.64	0
29.64	8.63	49	1.72	0
31.82	8.27	49	1.6	0
33.16	8.01	46	1.67	0
33.13	9.39	38	1.63	0.2
35.54	9.75	38	1.26	0
38.21	14.95	33	1.28	0
35.51	16.4	32	1.7	0
32.89	12.32	34	1.54	0
32.27	12.04	39	1.69	0
34.07	14.59	47	1.38	0
33.31	15.34	48	1.48	0
32.48	13.99	44	1.8	0
33.49	13.96	43	1.95	0
31.5	14.9	48	2.5	0
32.19	14.62	48	1.61	0
33.17	15.77	48	1.62	0
32.99	13.92	44	1.74	0
34.04	15.33	40	1.87	0
33.62	14.46	40	1.83	0
29.51	10.43	64	1.94	0
34.17	13.82	59	1.23	0
33.75	15.69	40	1.49	0
35.55	13.5	33	1.37	0
37.12	8.83	30	1.96	0
36.31	10.57	46	1.48	0
37.24	13.82	52	1.07	0
38.39	13.96	35	1.27	0
37.71	17.35	39	1.12	0
38.22	17.92	46	1.24	0
34.85	15.03	52	1.77	0
32.1	9.55	51	2.02	0
33.16	10.43	57	1.93	0
31.54	9.41	55	1.47	0
32.16	13.91	55	1.42	0
32.76	12.98	47	1.45	0
33.42	13.99	42	1.47	0
35.5	12.93	39	1.41	0
32.99	12.44	40	1.87	22.2
32.48	11.69	43	1.9	0
29.73	10.85	51	2.15	0
27.73	13.88	67	2.61	0
29.55	12.01	68	1.35	0
31.53	13.14	62	1.12	0
30.55	11.27	59	1.57	0
32.35	11.75	56	1.36	0
31.82	13.42	68	1.56	0
31.71	11.45	56	1.8	0
30.75	12.13	51	1.5	0
33.63	13.19	51	1.02	0
34.81	15.7	47	1.35	0
33.37	13.61	53	1.27	0
33.38	12.47	43	1.38	0
30.63	10.73	48	1.6	0
33.21	10.96	48	1.01	0
33.87	13.35	51	1.05	0
32.23	11.84	57	1.23	0
31.75	13.04	71	1.01	0
28.54	13.56	67	1.63	0
27.55	13	62	1.57	0
30.01	11.27	60	1.35	0
28.86	10.55	62	1.28	0
30.78	10.41	61	0.86	0
32.4	11.83	52	0.75	0
34.42	16.26	46	0.6	0
33.16	15.17	51	0.9	0
31.28	13.51	51	1.48	0
29.99	7.49	51	1.24	0
28.23	8.26	61	1.19	0
29.69	11.44	64	0.77	0
31.66	11.97	48	0.95	0
32.66	12.65	42	1.36	0
30.3	10.7	40	1.57	0
30	8.35	42	1.19	0
29.82	8.56	46	1.19	0
31.66	10.8	46	1.01	0
31.51	11.05	44	0.96	0
31.15	10.73	38	1.02	0
29.54	10	42	1.33	0
30.63	9.34	62	0.89	0
30.13	11.55	48	1.02	0
29.72	9.96	50	1.06	0
24.17	9.54	71	1.36	0.4
22.15	14.24	87	1.63	2
24.85	9.47	79	1.26	0.2
26.7	9.22	78	0.65	3.4
28.23	9.68	68	0.84	0
28.37	15.54	60	0.79	0
27.35	13.32	65	0.97	0
23.52	8.27	74	1.77	0.2
23.08	9.5	75	1.26	0.6
24.03	5.27	53	1.22	0
24.94	5.48	52	0.9	0
25.61	8.07	57	0.9	0
25.95	8.53	56	1.21	0
25.32	7.16	69	1.36	0
24.14	7.41	69	1.65	0
24.88	6.28	63	1.54	0
28.34	6.5	55	0.81	0
30.39	10.95	42	0.83	0
32.1	13.66	41	1.19	0
22.94	13.46	71	2.08	0
21.56	9.72	60	1.63	0
24.15	7.1	62	0.92	0
26.66	7.63	63	0.98	0
23.46	6.05	73	1.26	0
23.63	5.82	70	1.04	0
23.97	8.52	62	1.47	0
19.08	4.96	54	3.19	0
22.89	0.01	47	0.96	0
24.17	2.02	41	0.86	0
25.25	6.62	34	1.1	0
24	4.69	39	1.01	0
23.62	4.84	44	0.96	0
21.43	5.83	60	1.43	0
21.54	9.36	69	1.1	0
21.74	3.85	68	1.04	0
20.08	7.56	71	1.39	0
19.28	3.54	62	0.74	0
18.31	2.19	72	0.95	1.8
17.24	0.61	66	1.01	0.2
18.79	0.22	51	0.64	0
19.23	1.1	48	1.1	0
12.91	7.63	83	1.71	15.6
11.91	7.58	87	1.45	11.2
12.39	6.6	71	2.16	1.2
16.6	3.79	76	1.05	0
18.56	1.58	67	1.33	0.2
18.42	-0.01	55	1.05	0
17.74	-2.22	55	0.73	0
18.9	0.73	52	0.93	0
20.62	0.43	55	0.9	0
19.8	3.08	67	1.74	0
16.35	4.24	66	1.14	0
14.21	1.59	65	0.98	2
13.08	4.34	85	1.78	6.8
10.08	6.15	97	1.69	12.6
11.52	6.87	91	1.45	8
14.02	5.23	94	0.63	7.4
9.23	4.88	99	0.57	19.8
12.76	1.62	80	1.08	0.6
1.87	0.35	90	1.02	0
