33	10	0	-999
31	10	0	-999
31	11	0	-999
30	13	0	-999
28	11.5	0	-999
29	11	0	-999
28	11	0	-999
27	12	0	-999
26	8.8	0	-999
21	9	0	-999
25	7.5	0	-999
25	6	0	-999
27	8.5	0	-999
30	11	0	-999
31.8	11	0	-999
32.5	9.5	0	-999
31.5	8	0	-999
30	13	0	-999
28	13	0	-999
28	11	0	-999
30	9	0	-999
34	9.2	0	-999
31	10.8	0	-999
30	7	0	-999
30	7	0	-999
30	6.5	0	-999
29	8.2	0	-999
28	3.2	0	-999
29	5.2	0	-999
28	7.2	1	-999
21	11	1.8	-999
25	9.5	0	-999
26	12.5	2.8	-999
27	9	0	-999
28	8	0	-999
26	8.5	0	-999
22	7	2	-999
17.5	7	1	-999
23	5	0	-999
25	7	0	-999
26	12	0	-999
26.5	8.2	0	-999
24	8	0	-999
24	14.2	2.2	-999
23.5	10.8	0	-999
21	9.5	2	-999
20	6	0	-999
18	3	0	-999
20	9.8	0	-999
19.5	9	0	-999
25	5.8	0	-999
21.8	7.5	0	-999
25	5	0	-999
25	11.5	0	-999
24	8.2	0	-999
22	6.5	0	-999
21	2.5	0	-999
20	1.5	2	-999
14	4	0	-999
12.5	0.5	0	-999
13.5	-4.3	0	-999
15	-6.5	0	-999
18.5	-3.7	0	-999
19.5	-2	0	-999
15	-0.5	0	-999
18	-3.5	0	-999
17	-2.5	0	-999
17.4	-0.7	0	-999
18	-2	0	-999
17	-4	0	-999
16	-3.5	0	-999
14.5	2.5	0	-999
14.7	0.5	0	-999
19.5	4	0	-999
15.5	0.5	0	-999
14.5	-1.3	0	-999
16.5	0.7	0	-999
9.3	0.5	17	-999
8.5	-2	2	-999
11.5	0.3	0	-999
9.5	4.5	8	-999
10.7	-0.5	0	-999
9	-2	0	-999
7.5	0.5	0	-999
9.5	-2.5	0	-999
11.5	-4.5	0	-999
10.3	-4.5	0	-999
8.5	2.5	1.2	-999
10.5	1.5	0	-999
12.5	-1.5	0	-999
11.5	-2.5	0	-999
13.3	-2.5	0	-999
8.5	3.5	15	-999
10.5	6.5	18	-999
13.5	4.7	7.6	-999
15	3.5	2	-999
12.5	6.5	0	-999
10.5	2.5	0	-999
9.5	-3	0	-999
9.5	-5	0	-999
6.5	0.5	0	-999
7	1.7	8.4	-999
9.5	3.5	0	-999
9	2.7	4	-999
12	2.3	3	-999
7	1	1.1	-999
12	2	0	-999
12	4	0	-999
8.2	-1.5	4	-999
7	2	2	-999
9	-2	0	-999
10	-3	0	-999
10	-3	0	-999
9	2	1.4	-999
8.5	5.9	1.4	-999
11.9	5.8	1	-999
9.8	5	1	-999
12.2	6.5	0	-999
15	6	2	-999
14.2	6	0	-999
13	6.9	0	-999
9.8	6	1	-999
9.8	2	0	-999
14.5	1	0	-999
13	0	5	-999
13	6.5	1	-999
15.2	6.5	0	-999
15.8	3.8	0	-999
14.2	5.7	3	-999
10.5	2	0	-999
14	-1	0	-999
12.8	0	0	-999
15.5	-2	0	-999
13.5	5.5	0	-999
12	5	0	-999
12.5	2.8	0	-999
17.2	4.5	0	-999
13.2	0.2	0	-999
15	0.2	0	-999
18	-2	0	-999
18	-0.2	0	-999
16	3	0	-999
16	5.8	0	-999
15.8	5	0	-999
19	3	1	-999
11.5	3.5	0	-999
8	4	5.2	-999
10	6	9	-999
17	7	2.4	-999
15.5	7.2	1.2	-999
15	3.5	0	-999
15	0	0	-999
16	1.8	14	-999
8	5	1.2	-999
13.2	4.2	10	-999
12.2	5.5	1	-999
14.5	4	0	-999
12.7	8	3.6	-999
14.2	3	0	-999
11	3	0	-999
15	1.2	0	-999
16.5	0.5	0	-999
18.8	2	0	-999
18.5	8	0	-999
20	8.5	0	-999
19.8	7.8	0	-999
22	10.8	0	-999
23	13	0	-999
15	10.8	10	-999
19	7.8	0	-999
18	12	0	-999
17	8.5	0	-999
20	8.5	0	-999
20.5	3	0	-999
23	6	0	-999
22	5	0	-999
27	8.6	0	-999
20	6.5	5	-999
16	6	0	-999
17	3.2	0	-999
16	6	0	-999
14.5	4	4	-999
19	2	13.6	-999
12.5	10	11	-999
16.5	10	5.4	-999
19	6	0	-999
20	5	0	-999
20	5.5	0	-999
18	2	0	-999
15.5	0	0	-999
18	-2.2	0	-999
18.5	5.5	0	-999
18	4.2	8	-999
13.2	1	0	-999
16.8	-1	0	-999
17	3.5	0	-999
17.5	2.8	0	-999
18	1.8	0	-999
20	2.5	0	-999
20.5	3.8	0	-999
22	4.5	0	-999
22	3	0	-999
24	3	0	-999
19.2	14.5	0	-999
19.8	10	1	-999
24	7	0	-999
25.8	4	0	-999
29.5	6	0	-999
28.8	12.5	0	-999
30.5	11.5	0	-999
26.5	14.5	0	-999
32	11	0	-999
35	16	0	-999
31	12	0	-999
29.5	10	0	-999
29	10.2	0	-999
25	14	0	-999
28	9	13	-999
22.5	11	0	-999
23	8.5	0	-999
25	6	0	-999
22	12	2.4	-999
25	15.5	24	-999
20.5	11	3	-999
28	9	0	-999
23.5	9	0	-999
23.5	6.5	0	-999
23.5	10.2	0	-999
25.5	7.5	0	-999
27	7.8	0	-999
27.5	9.5	0	-999
33.5	11.2	0	-999
27	12	0	-999
23.5	9.5	3	-999
22	9	0	-999
26.5	5.5	0	-999
28.5	15	0	-999
31.2	13.2	0	-999
31.5	11	0	-999
29	11	0	-999
25	8	0	-999
28	9	0	-999
29	10	0	-999
31.5	9.2	0	-999
30.4	12	0	-999
29.2	12.8	0	-999
32	10.8	0	-999
34.2	10.8	0	-999
37.5	13.9	0	-999
39	15	0	-999
40	21	0	-999
37	16.5	0	-999
30.2	16	0	-999
29.8	17	0	-999
31	17	0	-999
31.8	14	0	-999
33	13	0	-999
36.5	14.5	0	-999
38	16	0	-999
39.5	16.2	0	-999
36.5	22	0	-999
36	18	0	-999
35.2	15	0	-999
32.5	13	0	-999
31	16	11	-999
25	15.5	4	-999
29	14	0	-999
33	15	0	-999
37.5	15.5	0	-999
40	18	0	-999
40	20	0	-999
35	19.5	0	-999
32	18	0	-999
34	20	0	-999
39.5	17.8	0	-999
40.2	20.5	0	-999
40.2	23.5	0	-999
40	20	0	-999
38.2	20	0	-999
37	19	0	-999
38	19	0	-999
39	19	0	-999
37.5	19	7	-999
36.2	20	0	-999
37.5	20	0	-999
38.5	19	0	-999
36.5	18	0	-999
33.5	17	0	-999
32	17	0	-999
33.2	17.2	0	-999
34	21	0	-999
36.5	19.5	0	-999
38	19	0	-999
39	20	0	-999
40	21.2	0	-999
37.5	20.2	0	-999
39	22	0	-999
39	19	0	-999
39	19	0	-999
40	22	0	-999
39	23	0	-999
36	18.5	0	-999
40.5	18	0	-999
44	21	0	-999
43.5	24.5	0	-999
44	23	0	-999
45	24.5	0	-999
41.5	20.5	0	-999
42	19	0	-999
41.5	21	0	-999
41	23	0	-999
42	23	0	-999
40	23	0	-999
40.5	20.5	0	-999
42	20	0	-999
40	24	0	-999
37.5	21	0	-999
38	18	0	-999
39	18	0	-999
38	18.5	0	-999
38	20	0	-999
37	20	0	-999
37	21	0	-999
38	19	0	-999
40	19	0	-999
40	22	0	-999
39	20	0	-999
38	21	0	-999
36	20	0	-999
33	21	0	-999
36	23	0	-999
37	23	0	-999
35	21.5	0	-999
37.5	23	0	-999
37	23	0	-999
38	18	0	-999
41	18.5	0	-999
38	20.2	0	-999
34	20	0	-999
33	16.2	0	-999
33	16	0	-999
37	17	0	-999
39	16	0	-999
40	17.5	0	-999
40	14	0	-999
41	17.5	0	-999
39	15	0	-999
40.5	14.5	0	-999
42	17	0	-999
42.5	20	0	-999
39	18	0	-999
33.5	20	0	-999
32	16	0	-999
33.5	16	0	-999
34	16	0	-999
33	18	0	-999
34	14	0	-999
33	15	0	-999
32	14.8	0	-999
31	14	0	-999
32.5	12.5	0	-999
34	14	0	-999
34.5	14	0	-999
35	15	0	-999
36	13.5	0	-999
36.5	12.5	0	-999
36	14.5	0	-999
37	19	0	-999
37	24	0	-999
36	20	0	-999
34	18	0	-999
35	16.8	0	-999
35	14.2	0	-999
34	14	0	-999
33.8	12	0	-999
33.2	16	0	-999
33	15.8	0	-999
33	16	0	-999
33	15	0	-999
33	14	0	-999
34	13	0	-999
32	13.5	0	-999
29.5	17	0	-999
27	14	0	-999
27	7.8	0	-999
30.5	12.8	0	-999
25.8	13	4	-999
27	10.5	0	-999
29	9.5	0	-999
29	10.5	0	-999
28	9	0	-999
29	8	0	-999
29.2	8	0	-999
31	7.9	0	-999
30	9.2	0	-999
30	10	0	-999
29	10	0	-999
30	11	0	-999
31.5	10	0	-999
31.8	8.9	0	-999
31	9	0	-999
26	11	0	-999
25.8	8.2	0	-999
23.8	13	0	-999
22.5	8	0	-999
25.2	8	0	-999
22	3.5	5	-999
15.5	0	0	-999
15.8	-3	0	-999
17.8	-2.5	0	-999
20	4	0	-999
21.2	3.2	3	-999
20.8	11	6	-999
19.8	10.5	25	-999
16	8.5	15	-999
14	3.5	0	-999
13.5	1.9	0	-999
14.2	7	0	-999
18	2	2	-999
15.5	10	2	1.4
15.8	7.5	3	2.0
14.2	6	0	1.3
12.2	6	15	2.2
12.2	2	0	2.3
14	0.2	0	1.1
15.5	2	0	1.2
21	1.2	0	0.8
14.5	-1.5	0	1.5
14	1	0	1.4
15	2	0	3.3
9	5.5	0	3.5
14.5	5.5	0	0.6
15.2	5.5	0	2.1
17	5.5	1	3.5
15	5	0	0.9
13.8	4	0	1.1
12.2	2.5	0	1.2
13.9	2	0	3.2
13	5	2	1.3
16	7	5	1.7
16.5	5	0	1.6
15	1.8	0	1.1
15	0.5	0	1.2
14.2	1.5	0	2.3
